model,family,condition,div_coeff,subject,n,acc,logpcc,margin,logpcc_ln,margin_ln
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,global_facts,100,0.170000,-11.976869,-0.345386,-11.976869,-0.345386
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_biology,310,0.248387,-12.106887,0.001325,-12.106887,0.001325
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_chemistry,203,0.211823,-12.116485,-0.131646,-12.116485,-0.131646
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_computer_science,100,0.170000,-11.939470,0.005045,-11.939470,0.005045
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_european_history,165,0.230303,-11.927272,0.002970,-11.927272,0.002970
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_geography,198,0.323232,-11.917625,0.179095,-11.917625,0.179095
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_government_and_politics,193,0.310881,-11.719323,0.249976,-11.719323,0.249976
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_macroeconomics,390,0.315385,-11.913098,0.114680,-11.913098,0.114680
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_mathematics,270,0.248148,-11.851556,-0.078258,-11.851556,-0.078258
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_microeconomics,238,0.285714,-11.948492,0.150485,-11.948492,0.150485
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_physics,151,0.271523,-11.848411,0.211872,-11.848411,0.211872
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_psychology,545,0.282569,-11.850852,0.092898,-11.850852,0.092898
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_statistics,216,0.444444,-11.585542,0.546418,-11.585542,0.546418
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_us_history,204,0.225490,-11.957662,0.021444,-11.957662,0.021444
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,high_school_world_history,237,0.223629,-11.982199,-0.023628,-11.982199,-0.023628
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,human_aging,223,0.183857,-12.184737,-0.408295,-12.184737,-0.408295
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,human_sexuality,131,0.244275,-11.892803,0.065429,-11.892803,0.065429
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,international_law,121,0.214876,-11.927677,-0.063664,-11.927677,-0.063664
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,jurisprudence,108,0.212963,-12.184626,-0.133289,-12.184626,-0.133289
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,logical_fallacies,163,0.251534,-11.981967,-0.018621,-11.981967,-0.018621
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,machine_learning,112,0.160714,-12.203180,-0.276882,-12.203180,-0.276882
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,management,103,0.368932,-11.835592,0.071013,-11.835592,0.071013
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,marketing,234,0.205128,-12.064461,-0.050379,-12.064461,-0.050379
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,medical_genetics,100,0.240000,-12.058334,-0.071380,-12.058334,-0.071380
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,miscellaneous,783,0.220945,-12.136622,-0.160080,-12.136622,-0.160080
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,moral_disputes,346,0.245665,-12.087719,-0.023164,-12.087719,-0.023164
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,moral_scenarios,895,0.260335,-11.910479,0.062124,-11.910479,0.062124
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,nutrition,306,0.281046,-11.960337,0.040667,-11.960337,0.040667
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,philosophy,311,0.241158,-12.086905,-0.046372,-12.086905,-0.046372
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,prehistory,324,0.240741,-12.039308,-0.061794,-12.039308,-0.061794
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,professional_accounting,282,0.234043,-12.022279,-0.106201,-12.022279,-0.106201
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,professional_law,1534,0.230769,-12.115391,0.023673,-12.115391,0.023673
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,professional_medicine,272,0.305147,-11.614939,0.174404,-11.614939,0.174404
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,professional_psychology,612,0.232026,-11.904179,-0.039675,-11.904179,-0.039675
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,public_relations,110,0.218182,-12.233594,-0.341460,-12.233594,-0.341460
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,security_studies,245,0.338776,-11.856526,0.305376,-11.856526,0.305376
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,sociology,201,0.328358,-11.767955,0.139875,-11.767955,0.139875
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,us_foreign_policy,100,0.270000,-11.820665,0.155829,-11.820665,0.155829
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,virology,166,0.253012,-12.096342,-0.130433,-12.096342,-0.130433
LLama2_Pubmed_Ckpt_2,LLaMA2-7B,pubmed,0.168,world_religions,171,0.181287,-11.939165,0.059494,-11.939165,0.059494
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,abstract_algebra,100,0.280000,-10.424624,0.162589,-10.424624,0.162589
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,anatomy,135,0.296296,-10.184708,0.297265,-10.184708,0.297265
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,astronomy,152,0.256579,-10.506874,-0.066842,-10.506874,-0.066842
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,business_ethics,100,0.170000,-10.647704,-0.054916,-10.647704,-0.054916
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,clinical_knowledge,265,0.207547,-10.598517,-0.147490,-10.598517,-0.147490
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,college_biology,144,0.229167,-10.497672,-0.076786,-10.497672,-0.076786
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,college_chemistry,100,0.200000,-10.656314,-0.342099,-10.656314,-0.342099
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,college_computer_science,100,0.260000,-10.727960,-0.263649,-10.727960,-0.263649
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,college_mathematics,100,0.250000,-10.487626,-0.052896,-10.487626,-0.052896
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,college_medicine,173,0.202312,-10.614647,-0.189827,-10.614647,-0.189827
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,college_physics,102,0.235294,-10.583299,-0.275571,-10.583299,-0.275571
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,computer_security,100,0.330000,-10.368543,0.170429,-10.368543,0.170429
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,conceptual_physics,235,0.234043,-10.396025,0.107506,-10.396025,0.107506
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,econometrics,114,0.263158,-10.482587,0.024698,-10.482587,0.024698
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,electrical_engineering,145,0.262069,-10.353979,0.106332,-10.353979,0.106332
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,elementary_mathematics,378,0.264550,-10.437745,0.049092,-10.437745,0.049092
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,formal_logic,126,0.182540,-10.774873,-0.392548,-10.774873,-0.392548
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,global_facts,100,0.350000,-10.232247,0.496980,-10.232247,0.496980
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_biology,310,0.229032,-10.474089,0.001373,-10.474089,0.001373
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_chemistry,203,0.270936,-10.292711,0.156909,-10.292711,0.156909
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_computer_science,100,0.310000,-10.386889,0.264284,-10.386889,0.264284
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_european_history,165,0.206061,-10.492654,0.014554,-10.492654,0.014554
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_geography,198,0.267677,-10.573843,-0.125012,-10.573843,-0.125012
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_government_and_politics,193,0.222798,-10.697806,-0.257706,-10.697806,-0.257706
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_macroeconomics,390,0.215385,-10.709793,-0.212231,-10.709793,-0.212231
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_mathematics,270,0.266667,-10.417898,0.014839,-10.417898,0.014839
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_microeconomics,238,0.205882,-10.682867,-0.193168,-10.682867,-0.193168
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_physics,151,0.245033,-10.559503,-0.129704,-10.559503,-0.129704
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_psychology,545,0.200000,-10.645171,-0.209926,-10.645171,-0.209926
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_statistics,216,0.189815,-11.117058,-0.632172,-11.117058,-0.632172
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_us_history,204,0.200980,-10.636689,-0.058461,-10.636689,-0.058461
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,high_school_world_history,237,0.244726,-10.487342,0.042955,-10.487342,0.042955
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,human_aging,223,0.269058,-10.174919,0.323625,-10.174919,0.323625
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,human_sexuality,131,0.244275,-10.516467,-0.119031,-10.516467,-0.119031
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,international_law,121,0.231405,-10.299557,0.292374,-10.299557,0.292374
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,jurisprudence,108,0.222222,-10.436349,0.111129,-10.436349,0.111129
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,logical_fallacies,163,0.263804,-10.318053,0.113336,-10.318053,0.113336
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,machine_learning,112,0.267857,-10.554757,0.050139,-10.554757,0.050139
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,management,103,0.194175,-10.674263,-0.291270,-10.674263,-0.291270
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,marketing,234,0.264957,-10.501505,0.127034,-10.501505,0.127034
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,medical_genetics,100,0.190000,-10.580788,-0.172926,-10.580788,-0.172926
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,miscellaneous,783,0.277139,-10.215996,0.205080,-10.215996,0.205080
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,moral_disputes,346,0.271676,-10.514987,0.147791,-10.514987,0.147791
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,moral_scenarios,895,0.234637,-10.620399,-0.046737,-10.620399,-0.046737
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,nutrition,306,0.228758,-10.496013,-0.072881,-10.496013,-0.072881
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,philosophy,311,0.276527,-10.415535,0.214905,-10.415535,0.214905
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,prehistory,324,0.299383,-10.335922,0.218102,-10.335922,0.218102
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,professional_accounting,282,0.262411,-10.581501,0.019716,-10.581501,0.019716
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,professional_law,1534,0.251630,-10.583730,0.037287,-10.583730,0.037287
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,professional_medicine,272,0.161765,-10.924213,-0.657070,-10.924213,-0.657070
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,professional_psychology,612,0.272876,-10.464902,0.128781,-10.464902,0.128781
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,public_relations,110,0.254545,-10.350811,0.174725,-10.350811,0.174725
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,security_studies,245,0.236735,-10.879632,-0.270373,-10.879632,-0.270373
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,sociology,201,0.283582,-10.570438,-0.018108,-10.570438,-0.018108
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,us_foreign_policy,100,0.240000,-10.643348,-0.123266,-10.643348,-0.123266
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,virology,166,0.216867,-10.330653,0.125154,-10.330653,0.125154
LLama2_Pubmed_Ckpt_7,LLaMA2-7B,pubmed,0.168,world_religions,171,0.298246,-10.208748,0.142453,-10.208748,0.142453
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,abstract_algebra,100,0.310000,-10.434596,0.191580,-10.434596,0.191580
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,anatomy,135,0.333333,-10.331069,0.293732,-10.331069,0.293732
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,astronomy,152,0.302632,-10.548122,-0.045232,-10.548122,-0.045232
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,business_ethics,100,0.230000,-10.622413,-0.085937,-10.622413,-0.085937
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,clinical_knowledge,265,0.215094,-10.582358,-0.148994,-10.582358,-0.148994
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,college_biology,144,0.256944,-10.413105,0.092009,-10.413105,0.092009
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,college_chemistry,100,0.180000,-10.627008,-0.315491,-10.627008,-0.315491
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,college_computer_science,100,0.260000,-10.634572,-0.051364,-10.634572,-0.051364
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,college_mathematics,100,0.250000,-10.494157,-0.028891,-10.494157,-0.028891
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,college_medicine,173,0.248555,-10.645236,-0.178634,-10.645236,-0.178634
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,college_physics,102,0.215686,-10.544163,-0.168626,-10.544163,-0.168626
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,computer_security,100,0.300000,-10.501935,0.133814,-10.501935,0.133814
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,conceptual_physics,235,0.204255,-10.605580,-0.054236,-10.605580,-0.054236
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,econometrics,114,0.245614,-10.503220,-0.028146,-10.503220,-0.028146
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,electrical_engineering,145,0.296552,-10.271695,0.133338,-10.271695,0.133338
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,elementary_mathematics,378,0.267196,-10.349267,0.043967,-10.349267,0.043967
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,formal_logic,126,0.158730,-10.903909,-0.443627,-10.903909,-0.443627
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,global_facts,100,0.330000,-10.062920,0.338838,-10.062920,0.338838
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_biology,310,0.251613,-10.593429,-0.106843,-10.593429,-0.106843
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_chemistry,203,0.295567,-10.387576,0.021630,-10.387576,0.021630
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_computer_science,100,0.330000,-10.291170,0.369901,-10.291170,0.369901
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_european_history,165,0.284848,-10.599951,0.049108,-10.599951,0.049108
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_geography,198,0.252525,-10.598001,-0.135202,-10.598001,-0.135202
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_government_and_politics,193,0.233161,-10.764074,-0.155075,-10.764074,-0.155075
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_macroeconomics,390,0.212821,-10.794022,-0.281487,-10.794022,-0.281487
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_mathematics,270,0.262963,-10.427206,0.037671,-10.427206,0.037671
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_microeconomics,238,0.205882,-10.797623,-0.221692,-10.797623,-0.221692
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_physics,151,0.271523,-10.543923,-0.040151,-10.543923,-0.040151
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_psychology,545,0.222018,-10.719194,-0.237176,-10.719194,-0.237176
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_statistics,216,0.212963,-10.879463,-0.362035,-10.879463,-0.362035
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_us_history,204,0.264706,-10.625408,0.013341,-10.625408,0.013341
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,high_school_world_history,237,0.265823,-10.592482,0.115138,-10.592482,0.115138
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,human_aging,223,0.201794,-10.401690,0.061638,-10.401690,0.061638
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,human_sexuality,131,0.229008,-10.517930,-0.104631,-10.517930,-0.104631
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,international_law,121,0.371901,-10.247963,0.400288,-10.247963,0.400288
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,jurisprudence,108,0.231481,-10.693449,-0.050868,-10.693449,-0.050868
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,logical_fallacies,163,0.300613,-10.478180,0.118430,-10.478180,0.118430
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,machine_learning,112,0.241071,-10.563156,0.080191,-10.563156,0.080191
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,management,103,0.194175,-10.850558,-0.487559,-10.850558,-0.487559
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,marketing,234,0.256410,-10.555556,0.095769,-10.555556,0.095769
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,medical_genetics,100,0.200000,-10.384845,-0.079400,-10.384845,-0.079400
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,miscellaneous,783,0.270754,-10.295810,0.137153,-10.295810,0.137153
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,moral_disputes,346,0.289017,-10.435728,0.195677,-10.435728,0.195677
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,moral_scenarios,895,0.248045,-10.480376,-0.042231,-10.480376,-0.042231
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,nutrition,306,0.251634,-10.502125,-0.035627,-10.502125,-0.035627
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,philosophy,311,0.299035,-10.509028,0.205428,-10.509028,0.205428
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,prehistory,324,0.293210,-10.447697,0.141345,-10.447697,0.141345
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,professional_accounting,282,0.269504,-10.613646,0.034030,-10.613646,0.034030
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,professional_law,1534,0.270535,-10.791380,0.059501,-10.791380,0.059501
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,professional_medicine,272,0.165441,-10.786534,-0.515913,-10.786534,-0.515913
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,professional_psychology,612,0.276144,-10.457232,0.103690,-10.457232,0.103690
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,public_relations,110,0.209091,-10.538360,-0.094940,-10.538360,-0.094940
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,security_studies,245,0.240816,-10.942634,-0.230427,-10.942634,-0.230427
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,sociology,201,0.248756,-10.639883,-0.059006,-10.639883,-0.059006
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,us_foreign_policy,100,0.250000,-10.623217,-0.068953,-10.623217,-0.068953
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,virology,166,0.210843,-10.427554,-0.093757,-10.427554,-0.093757
LLama2_Uspto_Ckpt_1,LLaMA2-7B,uspto,0.158,world_religions,171,0.292398,-10.159209,0.225645,-10.159209,0.225645
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,abstract_algebra,100,0.140000,-11.944365,-0.420579,-11.944365,-0.420579
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,anatomy,135,0.200000,-11.794133,-0.477424,-11.794133,-0.477424
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,astronomy,152,0.243421,-11.659484,-0.297037,-11.659484,-0.297037
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,business_ethics,100,0.300000,-11.315426,0.216281,-11.315426,0.216281
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,clinical_knowledge,265,0.279245,-11.218850,0.165828,-11.218850,0.165828
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,college_biology,144,0.243056,-11.478698,-0.035069,-11.478698,-0.035069
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,college_chemistry,100,0.320000,-11.433560,0.477272,-11.433560,0.477272
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,college_computer_science,100,0.310000,-11.589079,-0.025426,-11.589079,-0.025426
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,college_mathematics,100,0.330000,-11.790242,0.096524,-11.790242,0.096524
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,college_medicine,173,0.300578,-11.350316,0.116445,-11.350316,0.116445
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,college_physics,102,0.323529,-11.755666,0.217767,-11.755666,0.217767
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,computer_security,100,0.260000,-11.612224,-0.275302,-11.612224,-0.275302
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,conceptual_physics,235,0.272340,-11.188398,0.249483,-11.188398,0.249483
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,econometrics,114,0.271930,-11.297758,0.047894,-11.297758,0.047894
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,electrical_engineering,145,0.200000,-11.634517,-0.266163,-11.634517,-0.266163
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,elementary_mathematics,378,0.253968,-12.187078,-0.060148,-12.187078,-0.060148
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,formal_logic,126,0.277778,-11.032144,0.439981,-11.032144,0.439981
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,global_facts,100,0.200000,-12.159801,-0.427067,-12.159801,-0.427067
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_biology,310,0.196774,-11.460352,-0.082259,-11.460352,-0.082259
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_chemistry,203,0.231527,-11.931918,-0.309665,-11.931918,-0.309665
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_computer_science,100,0.220000,-11.874552,-0.431569,-11.874552,-0.431569
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_european_history,165,0.242424,-11.566725,-0.135838,-11.566725,-0.135838
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_geography,198,0.272727,-11.362911,0.019975,-11.362911,0.019975
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_government_and_politics,193,0.259067,-11.256126,0.152080,-11.256126,0.152080
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_macroeconomics,390,0.305128,-11.152199,0.243349,-11.152199,0.243349
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_mathematics,270,0.259259,-12.119087,-0.052601,-12.119087,-0.052601
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_microeconomics,238,0.340336,-11.075277,0.247198,-11.075277,0.247198
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_physics,151,0.278146,-11.665730,-0.013748,-11.665730,-0.013748
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_psychology,545,0.264220,-11.336152,0.132397,-11.336152,0.132397
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_statistics,216,0.449074,-11.168016,0.477906,-11.168016,0.477906
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_us_history,204,0.250000,-11.542266,-0.055509,-11.542266,-0.055509
LLama2_Uspto_Pubmed_Ckpt_3,LLaMA2-7B,mix,0.195,high_school_world_history,237,0.223629,-11.510600,-0.103159,-11.510600,-0.103159
